"","BirdID","Genetic_dad","Genetic_mum","Cohort","Immigrant","Cohort_dad","Cohort_mum","genetic_dad_age","genetic_mum_age","AgeGroupGeneticDad","AgeGroupGeneticMum","Mate","TSRatio","mean_genetic_dad","mean_genetic_mum","deltaGeneticDad","deltaGeneticMum","centered_geneticdad_age","centered_geneticmom_age","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"1332",6370,5589,5616,2012,0,2011,2011,1,1,"young","young","young - young",2.482739475,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"NdR_hstel_2016_p22_data.csvresultstotal.csv",1,2,2013,1
"1334",6371,5589,5616,2012,0,2011,2011,1,1,"young","young","young - young",1.577839929,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,1
"1335",6371,5589,5616,2012,0,2011,2011,1,1,"young","young","young - young",1.577839929,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"NdR_hstel_2016_p12_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1338",6376,4084,4682,2012,0,2008,2009,4,3,"old","young","old - young",1.760949088,1.90825688073395,1.94495412844037,2.09174311926605,1.05504587155963,-2.09174311926605,-1.05504587155963,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,1,2013,1
"1340",6377,4084,4900,2012,0,2008,2010,4,2,"old","young","old - young",1.637751981,1.90825688073395,1.94495412844037,2.09174311926605,0.0550458715596329,-2.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",2,2,2012,0
"1341",6379,5134,5107,2012,0,2011,2011,1,1,"young","young","young - young",1.584237903,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1342",6384,4873,5393,2012,0,2010,2011,2,1,"young","young","young - young",1.390367011,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,1,2013,1
"1343",6384,4873,5393,2012,0,2010,2011,2,1,"young","young","young - young",1.390367011,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p5_data.csvresultstotal.csv",1,2,2013,1
"1345",6386,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.794849189,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1348",6387,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.822903535,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1349",6391,5294,4943,2012,0,2011,2010,1,2,"young","young","young - young",1.266260184,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1350",6392,5294,4943,2012,0,2011,2010,1,2,"young","young","young - young",2.13997518,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p10_data.csvresultstotal.csv",1,2,2013,1
"1351",6392,5294,4943,2012,0,2011,2010,1,2,"young","young","young - young",2.13997518,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p6_data.csvresultstotal.csv",2,2,2012,0
"1352",6404,4963,5449,2012,0,2010,2011,2,1,"young","young","young - young",1.117833728,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p16_data.csvresultstotal.csv",1,2,2013,1
"1353",6405,4963,5449,2012,0,2010,2011,2,1,"young","young","young - young",1.06940933,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,2,2012,0
"1354",6415,5025,4722,2012,0,2010,2009,2,3,"young","young","young - young",1.778403287,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1355",6415,5025,4722,2012,0,2010,2009,2,3,"young","young","young - young",1.778403287,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p10_data.csvresultstotal.csv",1,2,2013,1
"1356",6416,5025,4705,2012,0,2010,2009,2,3,"young","young","young - young",1.877722804,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",1,1,2013,1
"1357",6416,5025,4705,2012,0,2010,2009,2,3,"young","young","young - young",1.877722804,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,1,2013,1
"1359",6421,4898,5048,2012,0,2010,2009,2,3,"young","young","young - young",3.469306009,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,2,2012,0
"1360",6421,4898,5048,2012,0,2010,2009,2,3,"young","young","young - young",3.469306009,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1361",6422,4898,4943,2012,0,2010,2010,2,2,"young","young","young - young",2.43439552,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1362",6427,4944,4722,2012,0,2010,2009,2,3,"young","young","young - young",1.500476968,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,2,2012,0
"1363",6429,4944,4722,2012,0,2010,2009,2,3,"young","young","young - young",2.618087984,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_pRepA_meltcurve.csvresultstotal.csv",1,3,2012,0
"1364",6433,4576,4682,2012,0,2009,2009,3,3,"young","young","young - young",1.757833372,1.90825688073395,1.94495412844037,1.09174311926605,1.05504587155963,-1.09174311926605,-1.05504587155963,"NdR_hstel_2016_p7_data.csvresultstotal.csv",1,2,2013,1
"1365",6434,5284,3764,2012,0,2011,2007,1,5,"young","old","young - old",1.61349295,1.90825688073395,1.94495412844037,0.908256880733945,3.05504587155963,0.908256880733945,-3.05504587155963,"NdR_hstel_2016_p8_data.csvresultstotal.csv",2,2,2012,0
"1367",6436,5284,4745,2012,0,2011,2009,1,3,"young","young","young - young",1.205991701,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,1
"1368",6436,5284,4745,2012,0,2011,2009,1,3,"young","young","young - young",1.205991701,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1369",6436,5284,4745,2012,0,2011,2009,1,3,"young","young","young - young",1.205991701,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"NdR_hstel_2016_p20_data.csvresultstotal.csv",1,2,2013,1
"1370",6440,5140,4895,2012,0,2011,2010,1,2,"young","young","young - young",3.021484562,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1371",6447,5067,5623,2012,0,2010,2010,2,2,"young","young","young - young",2.280346165,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",1,1,2013,1
"1372",6447,5067,5623,2012,0,2010,2010,2,2,"young","young","young - young",2.280346165,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p17_meltcurve_data.csvresultstotal.csv",2,2,2012,0
"1373",6450,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.845956585,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1374",6450,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.845956585,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1375",6450,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.845956585,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p1_data.csvresultstotal.csv",1,3,2012,0
"1376",6450,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.845956585,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1377",6451,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",0.882023133,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",1,1,2013,1
"1378",6451,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",0.882023133,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",1,0,2013,1
"1379",6451,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",0.882023133,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p1_data.csvresultstotal.csv",1,2,2013,1
"1380",6451,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",0.882023133,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1382",6451,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",0.882023133,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p9_data.csvresultstotal.csv",2,2,2012,0
"1383",6453,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",2.918717088,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,1,2013,1
"1384",6453,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",2.918717088,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1385",6453,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",2.918717088,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,2,2012,0
"1387",6453,4933,5202,2012,0,2010,2011,2,1,"young","young","young - young",2.918717088,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,2,2013,1
"1388",6455,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",1.532130469,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,1,2013,1
"1389",6455,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",1.532130469,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,1,2013,1
"1390",6455,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",1.532130469,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p4_data.csvresultstotal.csv",1,2,2013,1
"1391",6457,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",4.535668587,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,2,2012,0
"1392",6457,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",4.535668587,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,1,2013,1
"1393",6457,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",4.535668587,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",1,1,2013,1
"1394",6457,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",4.535668587,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",2,2,2012,0
"1395",6457,4723,5669,2012,0,2009,2010,3,2,"young","young","young - young",4.535668587,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p6_data.csvresultstotal.csv",1,2,2013,1
"1396",6458,5598,5359,2012,0,2011,2011,1,1,"young","young","young - young",1.666650482,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"NdR_hstel_2016_p16_data.csvresultstotal.csv",2,2,2012,0
"1397",6459,5598,5359,2012,0,2011,2011,1,1,"young","young","young - young",2.397041459,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1398",6459,5598,5359,2012,0,2011,2011,1,1,"young","young","young - young",2.397041459,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",1,0,2013,1
"1399",6460,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",1.909898177,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p20_data.csvresultstotal.csv",1,2,2013,1
"1400",6461,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",2.372673402,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",1,1,2013,1
"1401",6461,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",2.372673402,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,1
"1402",6461,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",2.372673402,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p17_meltcurve_data.csvresultstotal.csv",2,2,2012,0
"1403",6461,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",2.372673402,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p18_data.csvresultstotal.csv",1,2,2013,1
"1405",6462,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",1.438979183,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1407",6462,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",1.438979183,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p24_data.csvresultstotal.csv",1,2,2013,1
"1408",6463,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",3.043369247,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,1,2013,1
"1409",6463,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",3.043369247,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1410",6463,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",3.043369247,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1412",6472,5014,5489,2012,0,2010,2011,2,1,"young","young","young - young",2.690341262,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1413",6472,5014,5489,2012,0,2010,2011,2,1,"young","young","young - young",2.690341262,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,2,2012,0
"1415",6472,5014,5489,2012,0,2010,2011,2,1,"young","young","young - young",2.690341262,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p9_data.csvresultstotal.csv",1,2,2013,1
"1416",6473,5014,5489,2012,0,2010,2011,2,1,"young","young","young - young",1.726221394,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,1,2013,1
"1418",6476,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",1.851130507,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1419",6476,4872,5675,2012,0,2010,2011,2,1,"young","young","young - young",1.851130507,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p8_data.csvresultstotal.csv",1,2,2013,1
"1420",6480,6245,5031,2012,0,2011,2010,1,2,"young","young","young - young",3.378127412,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,2,2012,0
"1421",6489,6245,5031,2012,0,2011,2010,1,2,"young","young","young - young",3.177217621,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,2,2012,0
"1422",6489,6245,5031,2012,0,2011,2010,1,2,"young","young","young - young",3.177217621,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1423",6489,6245,5031,2012,0,2011,2010,1,2,"young","young","young - young",3.177217621,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1424",6491,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",1.236125791,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,2,2012,0
"1425",6491,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",1.236125791,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1427",6492,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",1.65854853,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p3_data.csvresultstotal.csv",2,2,2012,0
"1428",6493,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",1.654704484,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,1,2013,1
"1429",6499,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.654372969,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1430",6499,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.654372969,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1431",6499,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.654372969,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",2,1,2012,0
"1432",6500,4965,5222,2012,0,2010,2011,2,1,"young","young","young - young",1.274522304,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p13_data.csvresultstotal.csv",1,2,2013,1
"1433",6501,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",3.334496139,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,2,2012,0
"1434",6501,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",3.334496139,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p19_data.csvresultstotal.csv",2,2,2012,0
"1437",6502,4965,5314,2012,0,2010,2011,2,1,"young","young","young - young",1.660748839,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1438",6502,4965,5314,2012,0,2010,2011,2,1,"young","young","young - young",1.660748839,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p3_data.csvresultstotal.csv",2,2,2012,0
"1439",6503,4965,5314,2012,0,2010,2011,2,1,"young","young","young - young",2.39896029,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,1,2013,1
"1440",6503,4965,5314,2012,0,2010,2011,2,1,"young","young","young - young",2.39896029,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p14_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1442",6503,4965,5314,2012,0,2010,2011,2,1,"young","young","young - young",2.39896029,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p24_data.csvresultstotal.csv",1,2,2013,1
"1443",6506,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",3.394883949,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p13_data.csvresultstotal.csv",1,2,2013,1
"1444",6506,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",3.394883949,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1445",6508,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",2.735739959,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p1_data.csvresultstotal.csv",1,2,2013,1
"1447",6508,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",2.735739959,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1448",6508,5428,4896,2012,0,2011,2010,1,2,"young","young","young - young",2.735739959,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p21_data.csvresultstotal.csv",2,2,2012,0
"1449",6509,5625,5195,2012,0,2011,2011,1,1,"young","young","young - young",1.578789461,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"NdR_hstel_2016_p16_data.csvresultstotal.csv",1,2,2013,1
"1450",6509,5625,5195,2012,0,2011,2011,1,1,"young","young","young - young",1.578789461,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"NdR_hstel_2016_p22_data.csvresultstotal.csv",1,2,2013,1
"1452",6521,4873,5393,2012,0,2010,2011,2,1,"young","young","young - young",1.739448117,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,1,2013,1
"1453",6521,4873,5393,2012,0,2010,2011,2,1,"young","young","young - young",1.739448117,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate32_060515_data.csvresultstotal.csv",1,1,2013,1
"1454",6522,5407,4991,2012,0,2011,2010,1,2,"young","young","young - young",2.218785484,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,1,2013,1
"1455",6522,5407,4991,2012,0,2011,2010,1,2,"young","young","young - young",2.218785484,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1456",6525,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",2.398221606,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate22_020315_data.csvresultstotal.csv",1,1,2013,1
"1457",6525,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",2.398221606,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
