"","BirdID","Genetic_dad","Genetic_mum","Cohort","Immigrant","Cohort_dad","Cohort_mum","genetic_dad_age","genetic_mum_age","AgeGroupGeneticDad","AgeGroupGeneticMum","Mate","TSRatio","mean_genetic_dad","mean_genetic_mum","deltaGeneticDad","deltaGeneticMum","centered_geneticdad_age","centered_geneticmom_age","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"1458",6526,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.9809734,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1459",6526,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.9809734,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"NdR_hstel_2016_p20_data.csvresultstotal.csv",1,2,2013,1
"1460",6527,5214,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.698093834,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",2,2,2012,0
"1461",6528,4961,4960,2012,0,2010,2010,2,2,"young","young","young - young",1.749940617,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,2,2012,0
"1462",6530,4963,5449,2012,0,2010,2011,2,1,"young","young","young - young",1.704355838,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1463",6530,4963,5449,2012,0,2010,2011,2,1,"young","young","young - young",1.704355838,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p18_data.csvresultstotal.csv",1,2,2013,1
"1464",6530,4963,5449,2012,0,2010,2011,2,1,"young","young","young - young",1.704355838,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p5_data.csvresultstotal.csv",1,2,2013,1
"1466",6532,4084,4682,2012,0,2008,2009,4,3,"old","young","old - young",2.50365873,1.90825688073395,1.94495412844037,2.09174311926605,1.05504587155963,-2.09174311926605,-1.05504587155963,"NdR_hstel_2016_p2_data.csvresultstotal.csv",2,2,2012,0
"1467",6533,4084,4757,2012,0,2008,2009,4,3,"old","young","old - young",1.795718944,1.90825688073395,1.94495412844037,2.09174311926605,1.05504587155963,-2.09174311926605,-1.05504587155963,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,1,2013,1
"1468",6533,4084,4757,2012,0,2008,2009,4,3,"old","young","old - young",1.795718944,1.90825688073395,1.94495412844037,2.09174311926605,1.05504587155963,-2.09174311926605,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1470",6536,5294,4943,2012,0,2011,2010,1,2,"young","young","young - young",1.761068064,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1473",6543,4976,5096,2012,0,2010,2011,2,1,"young","young","young - young",2.652997039,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,3,2012,0
"1474",6543,4976,5096,2012,0,2010,2011,2,1,"young","young","young - young",2.652997039,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p20_data.csvresultstotal.csv",1,2,2013,1
"1475",6544,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.998965356,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,1,2013,1
"1476",6544,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.998965356,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,2,2012,0
"1478",6555,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",2.077371613,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate32_060515_data.csvresultstotal.csv",1,1,2013,1
"1479",6555,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",2.077371613,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1481",6558,4663,5871,2012,0,2009,2010,3,2,"young","young","young - young",2.149944691,1.90825688073395,1.94495412844037,1.09174311926605,0.0550458715596329,-1.09174311926605,-0.0550458715596329,"NdR_hstel_2016_p2_data.csvresultstotal.csv",2,2,2012,0
"1482",6563,5410,4960,2012,0,2011,2010,1,2,"young","young","young - young",1.53330494,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1483",6563,5410,4960,2012,0,2011,2010,1,2,"young","young","young - young",1.53330494,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p16_data.csvresultstotal.csv",2,2,2012,0
"1484",6563,5410,4960,2012,0,2011,2010,1,2,"young","young","young - young",1.53330494,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1485",6563,5410,4960,2012,0,2011,2010,1,2,"young","young","young - young",1.53330494,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"NdR_hstel_2016_p16_data.csvresultstotal.csv",2,2,2012,0
"1486",6565,4975,4895,2012,0,2010,2010,2,2,"young","young","young - young",1.370533164,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p1_data.csvresultstotal.csv",2,2,2012,0
"1487",6565,4975,4895,2012,0,2010,2010,2,2,"young","young","young - young",1.370533164,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p24_data.csvresultstotal.csv",1,2,2013,1
"1488",6568,4576,5107,2012,0,2009,2011,3,1,"young","young","young - young",1.493280914,1.90825688073395,1.94495412844037,1.09174311926605,0.944954128440367,-1.09174311926605,0.944954128440367,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",2,1,2012,0
"1489",6568,4576,5107,2012,0,2009,2011,3,1,"young","young","young - young",1.493280914,1.90825688073395,1.94495412844037,1.09174311926605,0.944954128440367,-1.09174311926605,0.944954128440367,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1490",6568,4576,5107,2012,0,2009,2011,3,1,"young","young","young - young",1.493280914,1.90825688073395,1.94495412844037,1.09174311926605,0.944954128440367,-1.09174311926605,0.944954128440367,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",1,1,2013,1
"1491",6568,4576,5107,2012,0,2009,2011,3,1,"young","young","young - young",1.493280914,1.90825688073395,1.94495412844037,1.09174311926605,0.944954128440367,-1.09174311926605,0.944954128440367,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1492",6581,5025,4705,2012,0,2010,2009,2,3,"young","young","young - young",1.354028872,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1494",6581,5025,4705,2012,0,2010,2009,2,3,"young","young","young - young",1.354028872,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_pRepA_meltcurve.csvresultstotal.csv",1,2,2013,1
"1495",6606,4976,5096,2012,0,2010,2011,2,1,"young","young","young - young",3.982877592,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,2,2012,0
"1496",6607,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",3.31945885,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,2,2012,0
"1497",6607,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",3.31945885,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1498",6607,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",3.31945885,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p2_data.csvresultstotal.csv",1,2,2013,1
"1499",6638,5136,5004,2012,0,2011,2010,1,2,"young","young","young - young",3.104357383,1.90825688073395,1.94495412844037,0.908256880733945,0.0550458715596329,0.908256880733945,-0.0550458715596329,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,2,2012,0
"1502",6639,5678,5311,2012,0,2011,2011,1,1,"young","young","young - young",2.948450918,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",2,1,2012,0
"1503",6639,5678,5311,2012,0,2011,2011,1,1,"young","young","young - young",2.948450918,1.90825688073395,1.94495412844037,0.908256880733945,0.944954128440367,0.908256880733945,0.944954128440367,"MEM_Adults_plate23_020315_data.csvresultstotal.csv",1,2,2012,0
"1506",6640,4965,5222,2012,0,2010,2011,2,1,"young","young","young - young",1.579436065,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",1,1,2013,1
"1507",6640,4965,5222,2012,0,2010,2011,2,1,"young","young","young - young",1.579436065,1.90825688073395,1.94495412844037,0.0917431192660549,0.944954128440367,-0.0917431192660549,0.944954128440367,"NdR_hstel_2016_p18_data.csvresultstotal.csv",1,2,2013,1
"1508",6641,5438,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.250774523,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate32_060515_data.csvresultstotal.csv",1,1,2013,1
"1509",6642,4976,4943,2012,0,2010,2010,2,2,"young","young","young - young",2.328355013,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1510",6642,4976,4943,2012,0,2010,2010,2,2,"young","young","young - young",2.328355013,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",2,1,2012,0
"1511",6643,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.383222732,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1514",6643,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.383222732,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p24_data.csvresultstotal.csv",1,2,2013,1
"1515",6644,5438,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.904792855,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1516",6644,5438,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.904792855,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate26_030315_data.csvresultstotal.csv",2,1,2012,0
"1517",6644,5438,4757,2012,0,2011,2009,1,3,"young","young","young - young",1.904792855,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"NdR_hstel_2016_p21_data.csvresultstotal.csv",1,2,2013,1
"1518",6646,4858,4929,2012,0,2010,2010,2,2,"young","young","young - young",2.042792553,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate25_030315_data.csvresultstotal.csv",1,1,2013,1
"1519",6646,4858,4929,2012,0,2010,2010,2,2,"young","young","young - young",2.042792553,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate30_050315_data.csvresultstotal.csv",1,1,2013,1
"1520",6647,4976,4943,2012,0,2010,2010,2,2,"young","young","young - young",1.015671803,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p19_data.csvresultstotal.csv",2,2,2012,0
"1521",6647,4976,4943,2012,0,2010,2010,2,2,"young","young","young - young",1.015671803,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p21_data.csvresultstotal.csv",1,2,2013,1
"1524",6648,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.002292315,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p22_data.csvresultstotal.csv",1,2,2013,1
"1525",6648,4858,4745,2012,0,2010,2009,2,3,"young","young","young - young",2.002292315,1.90825688073395,1.94495412844037,0.0917431192660549,1.05504587155963,-0.0917431192660549,-1.05504587155963,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",1,2,2013,1
"1526",6649,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.800971444,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"MEM_Adults_plate27_050315_data.csvresultstotal.csv",1,1,2013,1
"1527",6649,4854,4929,2012,0,2010,2010,2,2,"young","young","young - young",1.800971444,1.90825688073395,1.94495412844037,0.0917431192660549,0.0550458715596329,-0.0917431192660549,-0.0550458715596329,"NdR_hstel_2016_p13_data.csvresultstotal.csv",2,2,2012,0
"1529",6650,5438,4682,2012,0,2011,2009,1,3,"young","young","young - young",1.438456455,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate21_260215_data.csvresultstotal.csv",2,1,2012,0
"1530",6650,5438,4682,2012,0,2011,2009,1,3,"young","young","young - young",1.438456455,1.90825688073395,1.94495412844037,0.908256880733945,1.05504587155963,0.908256880733945,-1.05504587155963,"MEM_Adults_plate24_030315_data.csvresultstotal.csv",1,1,2013,1
"1531",6667,4967,5461,2013,0,2010,2011,3,2,"young","young","young - young",1.524838084,1.83850931677019,2.04968944099379,1.16149068322981,0.0496894409937889,-1.16149068322981,0.0496894409937889,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,0
"1532",6668,4967,5461,2013,0,2010,2011,3,2,"young","young","young - young",1.363283117,1.83850931677019,2.04968944099379,1.16149068322981,0.0496894409937889,-1.16149068322981,0.0496894409937889,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,0
"1533",6676,5140,4895,2013,0,2011,2010,2,3,"young","young","young - young",1.73825851,1.83850931677019,2.04968944099379,0.161490683229814,0.950310559006211,-0.161490683229814,-0.950310559006211,"MEM_Adults_plate33_060515_data.csvresultstotal.csv",1,1,2013,0
"1534",6687,5284,3764,2013,0,2011,2007,2,6,"young","old","young - old",1.339319433,1.83850931677019,2.04968944099379,0.161490683229814,3.95031055900621,-0.161490683229814,-3.95031055900621,"MEM_Adults_plate29_050315_data.csvresultstotal.csv",0,1,2014,1
"1535",6688,5284,3764,2013,0,2011,2007,2,6,"young","old","young - old",0.925041606,1.83850931677019,2.04968944099379,0.161490683229814,3.95031055900621,-0.161490683229814,-3.95031055900621,"NdR_hstel_2016_p1_data.csvresultstotal.csv",0,2,2014,1
"1536",6688,5284,3764,2013,0,2011,2007,2,6,"young","old","young - old",0.925041606,1.83850931677019,2.04968944099379,0.161490683229814,3.95031055900621,-0.161490683229814,-3.95031055900621,"NdR_hstel_2016_p19_data.csvresultstotal.csv",0,2,2014,1
"1537",6689,5284,4943,2013,0,2011,2010,2,3,"young","young","young - young",2.015749412,1.83850931677019,2.04968944099379,0.161490683229814,0.950310559006211,-0.161490683229814,-0.950310559006211,"NdR_hstel_2016_p18_data.csvresultstotal.csv",1,2,2013,0
"1538",6689,5284,4943,2013,0,2011,2010,2,3,"young","young","young - young",2.015749412,1.83850931677019,2.04968944099379,0.161490683229814,0.950310559006211,-0.161490683229814,-0.950310559006211,"NdR_hstel_2016_p19_data.csvresultstotal.csv",0,2,2014,1
"1539",6689,5284,4943,2013,0,2011,2010,2,3,"young","young","young - young",2.015749412,1.83850931677019,2.04968944099379,0.161490683229814,0.950310559006211,-0.161490683229814,-0.950310559006211,"NdR_hstel_2016_p5_data.csvresultstotal.csv",0,2,2014,1
"1540",6690,5284,3764,2013,0,2011,2007,2,6,"young","old","young - old",3.35970144,1.83850931677019,2.04968944099379,0.161490683229814,3.95031055900621,-0.161490683229814,-3.95031055900621,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",0,2,2014,1
"1541",6703,4975,4895,2013,0,2010,2010,3,3,"young","young","young - young",1.10139161,1.83850931677019,2.04968944099379,1.16149068322981,0.950310559006211,-1.16149068322981,-0.950310559006211,"MEM_Adults_plate31_060513_data.csvresultstotal.csv",1,0,2013,0
"1542",6704,4975,5461,2013,0,2010,2011,3,2,"young","young","young - young",1.712790102,1.83850931677019,2.04968944099379,1.16149068322981,0.0496894409937889,-1.16149068322981,0.0496894409937889,"MEM_Adults_plate28_050315_data.csvresultstotal.csv",1,1,2013,0
"1543",6704,4975,5461,2013,0,2010,2011,3,2,"young","young","young - young",1.712790102,1.83850931677019,2.04968944099379,1.16149068322981,0.0496894409937889,-1.16149068322981,0.0496894409937889,"NdR_hstel_2016_p23_meltcurve_data.csvresultstotal.csv",1,2,2013,0
"1544",6723,6250,4682,2013,0,2012,2009,1,4,"young","old","young - old",0.902860172,1.83850931677019,2.04968944099379,0.838509316770186,1.95031055900621,0.838509316770186,-1.95031055900621,"NdR_hstel_2016_p10_data.csvresultstotal.csv",1,2,2013,0
