"","BirdID","Cohort","BroodRef","TSRatio","BroodName","NestboxRef","SocialDadID","SocialDadCertain","SocialdadIsGenetic","SocialMumID","SocialMumCertain","SocialMumIsGenetic","Notes","Cohort_dad","Cohort_mum","age_dad","age_mum","mean_social_dad","mean_social_mum","deltaSocialDad","deltaSocialMum","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"248",831,2003,344,0.796219703,"C040",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",12,0,2003,0
"249",832,2003,344,0.793669928,"C040",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",11,0,2004,1
"251",843,2003,347,0.955390312,"C043",182,287,TRUE,FALSE,41,TRUE,FALSE,"Dad:FROM GENETICS","2002","2001",1,2,2.52307692307692,1.65217391304348,-1.52307692307692,0.347826086956522,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",10,1,2004,1
"252",843,2003,347,0.955390312,"C043",182,287,TRUE,FALSE,41,TRUE,FALSE,"Dad:FROM GENETICS","2002","2001",1,2,2.52307692307692,1.65217391304348,-1.52307692307692,0.347826086956522,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",12,0,2003,0
"254",857,2003,352,0.671942189,"C048",175,132,TRUE,FALSE,122,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",10,1,2004,1
"255",857,2003,352,0.671942189,"C048",175,132,TRUE,FALSE,122,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",1,10,2004,1
"257",860,2003,353,0.82092977,"C049",280,4503,TRUE,FALSE,704,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,1
"260",885,2003,360,0.772694072,"C056",163,4326,TRUE,FALSE,309,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",10,1,2004,1
"263",892,2003,361,0.677129358,"C057",155,4265,TRUE,FALSE,4497,TRUE,FALSE,NA,"2000","1999",3,4,2.52307692307692,1.65217391304348,0.476923076923077,2.34782608695652,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",10,0,2004,1
"265",898,2003,363,0.636398027,"C059",250,4264,TRUE,FALSE,346,TRUE,FALSE,"Dad:FROM GENETICS;TA14552","2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",12,0,2003,0
"266",902,2003,364,0.525040296,"C060",204,4304,TRUE,FALSE,442,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_adults_090914_data.csvresultstotal.csv",1,9,2004,1
"268",902,2003,364,0.525040296,"C060",204,4304,TRUE,FALSE,442,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,1
"269",902,2003,364,0.525040296,"C060",204,4304,TRUE,FALSE,442,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",12,0,2003,0
"271",903,2003,364,0.49233257,"C060",204,4304,TRUE,FALSE,442,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",1,10,2004,1
"272",903,2003,364,0.49233257,"C060",204,4304,TRUE,FALSE,442,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",1,11,2003,0
"273",912,2003,366,0.881954019,"C062",197,4418,TRUE,FALSE,416,TRUE,FALSE,"Mum:FROM GENETICS","1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"274",913,2003,366,0.738011983,"C062",197,4418,TRUE,FALSE,416,TRUE,FALSE,"Mum:FROM GENETICS","1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,1
"275",913,2003,366,0.738011983,"C062",197,4418,TRUE,FALSE,416,TRUE,FALSE,"Mum:FROM GENETICS","1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",10,1,2004,1
"277",917,2003,367,0.817021807,"C063",154,4274,TRUE,FALSE,670,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,1
"279",927,2003,370,0.29084573,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,1
"280",927,2003,370,0.29084573,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",1,9,2004,1
"281",927,2003,370,0.29084573,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"282",929,2003,370,0.402708889,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"283",929,2003,370,0.402708889,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,1
"284",929,2003,370,0.402708889,"C066",232,24,TRUE,FALSE,60,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"285",936,2003,397,0.360918783,"C093",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",12,0,2003,0
"286",936,2003,397,0.360918783,"C093",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"287",955,2003,401,1.13542346,"C097",173,178,TRUE,FALSE,605,TRUE,FALSE,NA,NA,"2002",NA,1,2.52307692307692,1.65217391304348,NA,-0.652173913043478,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"288",955,2003,401,1.13542346,"C097",173,178,TRUE,FALSE,605,TRUE,FALSE,NA,NA,"2002",NA,1,2.52307692307692,1.65217391304348,NA,-0.652173913043478,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",1,10,2004,1
"289",959,2003,402,0.611667709,"C098",239,114,TRUE,FALSE,4382,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"291",959,2003,402,0.611667709,"C098",239,114,TRUE,FALSE,4382,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",1,10,2004,1
"292",960,2003,402,1.155691768,"C098",239,114,TRUE,FALSE,4382,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",10,1,2004,1
"293",960,2003,402,1.155691768,"C098",239,114,TRUE,FALSE,4382,TRUE,FALSE,NA,"2001","2001",2,2,2.52307692307692,1.65217391304348,-0.523076923076923,0.347826086956522,"MEM_Plates1-6_reruns_031014_data.csvresultstotal.csv",1,9,2004,1
"295",971,2003,405,0.428640317,"C101",179,457,TRUE,FALSE,298,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"296",974,2003,406,0.451260271,"C102",193,356,TRUE,FALSE,431,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",10,1,2004,1
"299",980,2003,408,0.79732951,"C104",219,4463,TRUE,FALSE,604,TRUE,FALSE,NA,"1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",1,10,2004,1
"302",984,2003,409,1.414628789,"C105",233,725,TRUE,FALSE,595,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"303",985,2003,409,0.666654794,"C105",233,725,TRUE,FALSE,595,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,1
"304",988,2003,410,0.661911776,"C106",157,4325,TRUE,FALSE,428,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"305",988,2003,410,0.661911776,"C106",157,4325,TRUE,FALSE,428,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"306",988,2003,410,0.661911776,"C106",157,4325,TRUE,FALSE,428,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",1,12,2003,0
"308",989,2003,410,0.42158291,"C106",157,4325,TRUE,FALSE,428,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"309",993,2003,411,0.743678199,"C107",163,4326,TRUE,FALSE,309,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"311",1016,2003,416,0.7988649,"C112",187,22,TRUE,FALSE,427,TRUE,FALSE,NA,"2001","2002",2,1,2.52307692307692,1.65217391304348,-0.523076923076923,-0.652173913043478,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"312",1038,2003,422,0.733391592,"C118",207,4230,TRUE,FALSE,371,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",1,11,2003,0
"313",1038,2003,422,0.733391592,"C118",207,4230,TRUE,FALSE,371,TRUE,FALSE,NA,"2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate40_270515_data.csvresultstotal.csv",10,1,2004,1
"315",1042,2003,423,0.992557018,"C119",202,4418,TRUE,FALSE,416,TRUE,FALSE,NA,"1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",12,0,2003,0
"316",1043,2003,423,0.893451408,"C119",202,4418,TRUE,FALSE,416,TRUE,FALSE,NA,"1999","2002",4,1,2.52307692307692,1.65217391304348,1.47692307692308,-0.652173913043478,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",1,10,2004,1
"318",1048,2003,426,0.971225968,"C122",279,115,TRUE,FALSE,469,TRUE,FALSE,NA,"2001","2002",2,1,2.52307692307692,1.65217391304348,-0.523076923076923,-0.652173913043478,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"320",1053,2003,428,0.620842595,"C124",159,4153,TRUE,FALSE,4273,TRUE,FALSE,NA,"2000","2000",3,3,2.52307692307692,1.65217391304348,0.476923076923077,1.34782608695652,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",1,9,2004,1
"321",1053,2003,428,0.620842595,"C124",159,4153,TRUE,FALSE,4273,TRUE,FALSE,NA,"2000","2000",3,3,2.52307692307692,1.65217391304348,0.476923076923077,1.34782608695652,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,1
"325",1062,2003,430,0.76853721,"C126",223,626,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"326",1063,2003,430,0.77714813,"C126",223,626,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"327",1069,2003,431,0.761240453,"C127",213,661,TRUE,FALSE,471,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate40_270515_data.csvresultstotal.csv",1,10,2004,1
"328",1069,2003,431,0.761240453,"C127",213,661,TRUE,FALSE,471,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,1
"329",1069,2003,431,0.761240453,"C127",213,661,TRUE,FALSE,471,TRUE,FALSE,NA,"2002","2002",1,1,2.52307692307692,1.65217391304348,-1.52307692307692,-0.652173913043478,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",12,0,2003,0
"331",1083,2003,435,0.726419008,"C131",243,4503,TRUE,FALSE,419,TRUE,FALSE,"Dad:FROM GENETICS","2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",1,9,2004,1
"332",1083,2003,435,0.726419008,"C131",243,4503,TRUE,FALSE,419,TRUE,FALSE,"Dad:FROM GENETICS","2000","2002",3,1,2.52307692307692,1.65217391304348,0.476923076923077,-0.652173913043478,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"333",1092,2003,437,0.617777969,"C133",211,4275,TRUE,FALSE,4290,TRUE,FALSE,NA,"2000","2000",3,3,2.52307692307692,1.65217391304348,0.476923076923077,1.34782608695652,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,1
"334",1095,2003,438,0.80469693,"C134",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",11,0,2004,1
"335",1095,2003,438,0.80469693,"C134",161,4435,TRUE,FALSE,4217,TRUE,FALSE,NA,"1997","2000",6,3,2.52307692307692,1.65217391304348,3.47692307692308,1.34782608695652,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",12,0,2003,0
"337",1099,2002,NA,0.925633164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29545454545455,2.2258064516129,NA,NA,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",1,11,2003,1
"341",1102,2002,NA,0.355944026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29545454545455,2.2258064516129,NA,NA,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,1
"342",1103,2002,NA,0.404515784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29545454545455,2.2258064516129,NA,NA,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",12,0,2003,1
"344",1103,2002,NA,0.404515784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29545454545455,2.2258064516129,NA,NA,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,1
"346",1210,2004,456,0.733494139,"D019",71,902,TRUE,FALSE,1048,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",10,0,2004,0
"348",1226,2004,464,0.859084318,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"349",1226,2004,464,0.859084318,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",10,1,2004,0
"350",1227,2004,464,0.70131958,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"351",1227,2004,464,0.70131958,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,0
"353",1228,2004,464,0.618527505,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,0
"354",1228,2004,464,0.618527505,"D027",86,4229,TRUE,FALSE,32,TRUE,FALSE,NA,"2000","2001",4,3,2.45833333333333,1.89130434782609,1.54166666666667,1.10869565217391,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",9,1,2005,1
"355",1259,2004,471,0.651690823,"D034",85,513,TRUE,FALSE,928,TRUE,FALSE,NA,"2003",NA,1,NA,2.45833333333333,1.89130434782609,-1.45833333333333,NA,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"356",1317,2004,485,0.813072105,"D048",80,504,TRUE,FALSE,704,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2003","2002",1,2,2.45833333333333,1.89130434782609,-1.45833333333333,0.108695652173913,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",10,1,2004,0
"357",1317,2004,485,0.813072105,"D048",80,504,TRUE,FALSE,704,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2003","2002",1,2,2.45833333333333,1.89130434782609,-1.45833333333333,0.108695652173913,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",1,10,2004,0
"358",1342,2004,490,0.854897189,"D053",26,591,TRUE,FALSE,955,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",10,1,2004,0
"359",1343,2004,490,0.707238278,"D053",26,591,TRUE,FALSE,955,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,1
"360",1343,2004,490,0.707238278,"D053",26,591,TRUE,FALSE,955,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",10,1,2004,0
"361",1353,2004,493,0.970569773,"D056",15,132,TRUE,FALSE,256,TRUE,FALSE,NA,"2001","2002",3,2,2.45833333333333,1.89130434782609,0.541666666666667,0.108695652173913,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",10,1,2004,0
"362",1364,2004,495,0.882887183,"D058",78,466,TRUE,FALSE,927,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,0
"363",1386,2004,500,0.687590666,"D063",95,4247,TRUE,FALSE,857,TRUE,FALSE,NA,"2000","2003",4,1,2.45833333333333,1.89130434782609,1.54166666666667,-0.891304347826087,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"364",1386,2004,500,0.687590666,"D063",95,4247,TRUE,FALSE,857,TRUE,FALSE,NA,"2000","2003",4,1,2.45833333333333,1.89130434782609,1.54166666666667,-0.891304347826087,"MEM_Adults_plate9_101014_data.csvresultstotal.csv",9,0,2005,1
"365",1438,2004,513,0.618709666,"D076",48,4275,TRUE,FALSE,4290,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"366",1438,2004,513,0.618709666,"D076",48,4275,TRUE,FALSE,4290,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"369",1446,2004,515,0.859929914,"D078",34,460,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate9_101014_data.csvresultstotal.csv",9,0,2005,1
"370",1447,2004,515,0.77700561,"D078",34,460,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",10,1,2004,0
"371",1448,2004,515,0.663262676,"D078",34,460,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_adults_090914_data.csvresultstotal.csv",9,0,2005,1
"372",1448,2004,515,0.663262676,"D078",34,460,TRUE,FALSE,649,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",10,0,2004,0
"373",1464,2004,519,0.627397195,"D082",58,456,TRUE,FALSE,284,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"375",1500,2004,528,0.962664386,"D091",36,409,TRUE,FALSE,985,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",10,1,2004,0
"376",1504,2004,529,0.610172148,"D092",25,363,TRUE,FALSE,1063,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"377",1507,2004,530,0.799296907,"D093",94,725,TRUE,FALSE,353,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",10,1,2004,0
"378",1514,2004,531,1.008811973,"D094",59,285,TRUE,FALSE,586,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate11_141014_data.csvresultstotal.csv",9,0,2005,1
"379",1514,2004,531,1.008811973,"D094",59,285,TRUE,FALSE,586,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",10,1,2004,0
"380",1519,2004,532,0.882808276,"D095",77,822,TRUE,FALSE,753,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",10,1,2004,0
"381",1534,2004,536,0.589200306,"D099",79,115,TRUE,FALSE,1069,TRUE,FALSE,NA,"2001","2003",3,1,2.45833333333333,1.89130434782609,0.541666666666667,-0.891304347826087,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"382",1544,2004,539,0.569896752,"D102",123,4435,TRUE,FALSE,892,TRUE,FALSE,NA,"1997","2003",7,1,2.45833333333333,1.89130434782609,4.54166666666667,-0.891304347826087,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,1
"383",1544,2004,539,0.569896752,"D102",123,4435,TRUE,FALSE,892,TRUE,FALSE,NA,"1997","2003",7,1,2.45833333333333,1.89130434782609,4.54166666666667,-0.891304347826087,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,0
"384",1544,2004,539,0.569896752,"D102",123,4435,TRUE,FALSE,892,TRUE,FALSE,NA,"1997","2003",7,1,2.45833333333333,1.89130434782609,4.54166666666667,-0.891304347826087,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",1,11,2004,0
"385",1544,2004,539,0.569896752,"D102",123,4435,TRUE,FALSE,892,TRUE,FALSE,NA,"1997","2003",7,1,2.45833333333333,1.89130434782609,4.54166666666667,-0.891304347826087,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",1,11,2004,0
"386",1558,2004,542,0.759658478,"D105",120,466,TRUE,FALSE,542,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,0
"388",1569,2004,545,0.835395581,"D108",55,354,TRUE,FALSE,903,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",10,1,2004,0
"389",1586,2004,549,0.710616403,"D112",124,251,TRUE,FALSE,551,TRUE,FALSE,NA,"2001",NA,3,NA,2.45833333333333,1.89130434782609,0.541666666666667,NA,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",10,1,2004,0
